Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,Dispatch Status,Dispatch Date,Delivery Status,Delivery Date
BRU00007149,Toothbrush 2000,2022/12/02,86,8,AB53 204BP,CO3 3RS,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007320,Toothbrush 4000,2022/12/01,15,2,CT11 208AU,CO12 4RD,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007128,Toothbrush 2000,2022/12/01,84,1,BA2 202UL,BD15 7HB,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007519,Toothbrush 4000,2022/12/01,21,1,CM77 208EJ,G4 0PX,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007006,Toothbrush 2000,2022/12/01,62,6,GU2 208BE,EX31 3BN,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007469,Toothbrush 4000,2022/12/01,16,8,EX20 201SN,AL2 3HJ,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007189,Toothbrush 4000,2022/12/02,24,4,CF61 202UP,HU5 3NZ,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007139,Toothbrush 2000,2022/12/01,64,2,B16 209HN,B21 0ET,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007038,Toothbrush 4000,2022/12/01,34,5,CH61 203XX,DL13 3QS,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007182,Toothbrush 2000,2022/12/02,72,7,BB11 201PS,EX16 8FF,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007590,Toothbrush 2000,2022/12/01,79,6,CV47 208LQ,BL9 9LB,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007065,Toothbrush 4000,2022/12/02,26,6,FY1 205HF,GU19 5JU,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00006883,Toothbrush 4000,2022/12/03,14,5,B60 202NL,FY1 9SP,Dispatched,2022/12/03,Delivered,2022/12/04
BRU00007498,Toothbrush 2000,2022/12/02,67,3,BA14 209PT,IP18 6NL,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007224,Toothbrush 2000,2022/12/02,90,1,E6 205JY,FY4 4HP,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007610,Toothbrush 4000,2022/12/01,31,1,DG6 204BN,BS8 2LT,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007265,Toothbrush 2000,2022/12/02,79,5,B91 203DU,FY2 0WE,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007305,Toothbrush 2000,2022/12/02,80,5,CV10 208AP,GU24 9QY,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007491,Toothbrush 4000,2022/12/02,26,3,FK6 206LA,CH65 7AF,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007380,Toothbrush 2000,2022/12/02,57,5,GU27 201PU,HU7 3AA,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007578,Toothbrush 4000,2022/12/02,20,5,DL8 201AL,BR6 0WA,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007244,Toothbrush 2000,2022/12/02,90,8,CW5 208ER,BB4 9PJ,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006935,Toothbrush 2000,2022/12/02,51,8,CH48 201PE,HA8 7UA,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007411,Toothbrush 4000,2022/12/01,20,4,GL17 209DE,BN23 7QT,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007476,Toothbrush 2000,2022/12/02,91,1,BA2 207GH,CA7 2AU,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006877,Toothbrush 4000,2022/12/01,32,5,BN26 206QS,CO1 2NN,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007177,Toothbrush 2000,2022/12/01,96,8,EX12 202AH,GU19 5JN,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007576,Toothbrush 4000,2022/12/01,33,3,HD8 200AR,BL7 0AN,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007193,Toothbrush 2000,2022/12/01,69,8,FK13 206DU,BS40 5TJ,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007308,Toothbrush 4000,2022/12/02,20,2,FK14 207LZ,FK5 4UB,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006950,Toothbrush 2000,2022/12/01,66,7,DD8 202RE,GU1 9SF,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006976,Toothbrush 2000,2022/12/01,69,3,HX3 209EY,BL1 9SL,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007553,Toothbrush 4000,2022/12/02,32,5,DY4 208RP,CH4 0QG,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007412,Toothbrush 4000,2022/12/02,27,6,BN16 201SH,CR0 7JB,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007321,Toothbrush 4000,2022/12/02,29,1,BD4 200TE,BN5 9HE,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007333,Toothbrush 2000,2022/12/01,71,9,EH12 201EX,HG3 5EQ,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007127,Toothbrush 2000,2022/12/02,75,1,GU35 200LQ,B30 1DP,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007014,Toothbrush 2000,2022/12/01,78,3,DA3 208QB,EH54 6SW,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007246,Toothbrush 2000,2022/12/02,73,5,CV1 205HU,HA9 0GU,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007536,Toothbrush 4000,2022/12/01,29,3,CM12 200DX,BD2 4RS,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007061,Toothbrush 4000,2022/12/02,42,1,GU34 202DG,EH19 3EA,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007070,Toothbrush 2000,2022/12/01,78,1,BH14 209DQ,DE74 2DF,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007429,Toothbrush 2000,2022/12/02,97,7,EH54 205JJ,HP1 9QR,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007150,Toothbrush 4000,2022/12/02,35,3,DY10 203BL,CM1 2RE,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007636,Toothbrush 2000,2022/12/02,73,1,HA8 209JP,BB18 5HR,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007067,Toothbrush 4000,2022/12/01,10,4,GL19 204HH,G31 4XR,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007403,Toothbrush 4000,2022/12/02,42,7,B64 206QD,HA3 7NH,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007468,Toothbrush 4000,2022/12/02,33,6,ct195hx,dd112qr,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00006856,Toothbrush 4000,2022/12/02,18,6,b388jr,dd36qg,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007398,Toothbrush 4000,2022/12/02,24,7,cv344bx,ct91pj,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007283,Toothbrush 2000,2022/12/02,69,9,cm40qb,dd54uj,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007029,Toothbrush 2000,2022/12/02,93,4,gl32pd,fy16ab,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007222,Toothbrush 4000,2022/12/02,12,1,bn119sl,bs405hx,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00006948,Toothbrush 4000,2022/12/02,21,4,da144jy,dt96rz,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007210,Toothbrush 4000,2022/12/02,25,5,cv311ng,e35pt,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007479,Toothbrush 4000,2022/12/02,34,7,da161lj,eh43nl,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007425,Toothbrush 4000,2022/12/02,17,6,hs29qx,g444dp,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007584,Toothbrush 4000,2022/12/01,17,4,ct156hu,ig26be,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007387,Toothbrush 2000,2022/12/02,82,9,bs57dt,hp12bh,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007623,Toothbrush 2000,2022/12/02,65,5,cf30hp,bh122ah,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007075,Toothbrush 2000,2022/12/01,55,9,da52bg,ca26jn,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007371,Toothbrush 2000,2022/12/01,75,4,ab425su,g768re,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007072,Toothbrush 2000,2022/12/01,87,1,b911bw,dg165dd,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007005,Toothbrush 4000,2022/12/02,20,3,cv47bp,dh23ln,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006957,Toothbrush 2000,2022/12/02,68,4,g839at,bl79ta,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007158,Toothbrush 2000,2022/12/01,81,6,ch466el,bs228sj,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007197,Toothbrush 4000,2022/12/02,32,8,e140qq,hg50jr,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007646,Toothbrush 2000,2022/12/01,84,7,e107hs,ig95bl,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007393,Toothbrush 2000,2022/12/02,84,7,dh79dn,cv129qu,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007431,Toothbrush 4000,2022/12/02,35,7,eh67ag,bl00qw,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007092,Toothbrush 2000,2022/12/02,80,3,dd38bb,dh86ng,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006922,Toothbrush 2000,2022/12/01,74,6,ch71hr,gu280ee,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007489,Toothbrush 2000,2022/12/01,60,5,ha38dr,hu95sj,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007035,Toothbrush 4000,2022/12/01,29,7,ex42hn,cm20eb,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007430,Toothbrush 2000,2022/12/02,66,1,cb89dj,bd94ss,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006998,Toothbrush 2000,2022/12/01,78,8,bl81dz,cf470tb,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00006869,Toothbrush 2000,2022/12/02,70,7,hd21ps,bn150pg,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007198,Toothbrush 2000,2022/12/02,87,3,cf819jr,ba116ql,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007104,Toothbrush 2000,2022/12/01,77,1,hs20ds,eh106st,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007328,Toothbrush 2000,2022/12/01,85,6,dt117pw,b756hp,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007383,Toothbrush 4000,2022/12/02,24,2,en36wu,co43hr,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007260,Toothbrush 2000,2022/12/01,69,5,g781pu,b755jg,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007426,Toothbrush 2000,2022/12/02,60,3,ch497nf,ca13hf,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007357,Toothbrush 4000,2022/12/01,41,8,dd97rq,bs90en,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007552,Toothbrush 4000,2022/12/01,21,6,b297jx,ct194rj,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007550,Toothbrush 4000,2022/12/02,35,9,dd97tx,b662bp,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007087,Toothbrush 4000,2022/12/01,32,3,b203hu,dn104dh,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007326,Toothbrush 2000,2022/12/02,69,2,br19js,ab421tf,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007100,Toothbrush 4000,2022/12/02,27,7,en37wt,b376ad,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007023,Toothbrush 2000,2022/12/02,90,7,im24nz,dn311ns,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007302,Toothbrush 2000,2022/12/02,64,2,ch431yq,e66fe,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007132,Toothbrush 2000,2022/12/01,68,2,dg73nw,bn424at,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007282,Toothbrush 4000,2022/12/01,22,2,b691lj,e1w1ue,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006914,Toothbrush 4000,2022/12/02,27,3,cw100lx,bb115dj,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007247,Toothbrush 2000,2022/12/01,89,8,gu144gz,ch54gh,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007256,Toothbrush 4000,2022/12/02,51,8,hg43pw,hr53ar,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007012,Toothbrush 2000,2022/12/02,72,2,fk15jn,b389af,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007058,Toothbrush 2000,2022/12/01,92,7,dd30rl,ab392lh,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007373,Toothbrush 2000,2022/12/01,76,2,bs138nj,g403hf,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007557,Toothbrush 2000,2022/12/01,71,6,ip15fa,ba228lx,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007044,Toothbrush 4000,2022/12/01,45,5,b645dr,b113hd,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00006977,Toothbrush 4000,2022/12/02,18,6,cf328eg,bn150je,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007125,Toothbrush 2000,2022/12/01,62,5,e10bh,cf242tz,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00006940,Toothbrush 4000,2022/12/02,21,6,e111hu,cf35sn,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007073,Toothbrush 4000,2022/12/02,22,8,dt69ep,cr35ex,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006951,Toothbrush 2000,2022/12/01,62,1,hp112uq,cv61hf,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00006855,Toothbrush 2000,2022/12/02,81,6,bb24gr,ch469qh,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007267,Toothbrush 2000,2022/12/01,86,2,ab314dx,g429tq,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007080,Toothbrush 4000,2022/12/02,36,1,ch603sd,cf717pz,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007049,Toothbrush 2000,2022/12/02,79,7,al23pa,gl139ba,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007585,Toothbrush 2000,2022/12/02,87,8,ch89uj,cr03dj,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007417,Toothbrush 2000,2022/12/02,76,3,hp225ft,g512uz,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007082,Toothbrush 2000,2022/12/02,76,5,bn237lj,bh217dw,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007013,Toothbrush 4000,2022/12/01,18,4,bh241ff,bd159jy,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006963,Toothbrush 2000,2022/12/01,60,7,b129ed,gl193ag,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007220,Toothbrush 4000,2022/12/01,18,3,bd235ex,cm13hg,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007467,Toothbrush 4000,2022/12/02,23,7,bs329ay,cr09xy,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007503,Toothbrush 4000,2022/12/01,38,6,gl127aq,b783xl,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007438,Toothbrush 2000,2022/12/02,74,8,dn213al,g727fg,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007376,Toothbrush 2000,2022/12/02,92,5,cf119pe,bl66rb,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007355,Toothbrush 4000,2022/12/02,38,4,cf627ay,dh47nt,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007348,Toothbrush 4000,2022/12/02,17,4,bd232qq,ex111hf,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007143,Toothbrush 4000,2022/12/02,37,4,da28ar,e63qh,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007152,Toothbrush 4000,2022/12/01,31,8,da27ws,fk20rb,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007015,Toothbrush 2000,2022/12/02,65,8,ab425ly,co91hr,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007449,Toothbrush 4000,2022/12/02,25,5,cm98sx,bd208fd,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007055,Toothbrush 4000,2022/12/01,33,9,ip16hy,ip224jh,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007591,Toothbrush 4000,2022/12/02,27,6,hu32he,bd209ly,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007017,Toothbrush 4000,2022/12/01,32,8,g311qf,ha03rq,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007270,Toothbrush 2000,2022/12/02,80,7,b322sz,hu95af,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007000,Toothbrush 4000,2022/12/02,27,8,cf479rt,hp199ar,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00006972,Toothbrush 2000,2022/12/02,103,9,bd132jf,ha73ee,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006927,Toothbrush 4000,2022/12/01,15,7,bn140rd,cm38aj,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007542,Toothbrush 4000,2022/12/02,10,9,cb98ea,dl21sg,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006905,Toothbrush 4000,2022/12/01,41,8,ex68qt,b145nt,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007030,Toothbrush 4000,2022/12/02,29,2,dh64sy,fk101jj,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007570,Toothbrush 4000,2022/12/02,37,9,bh214eh,ct67af,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007297,Toothbrush 2000,2022/12/02,87,6,ab228nl,de240as,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006908,Toothbrush 4000,2022/12/02,26,1,cr26bx,cv63bg,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007089,Toothbrush 4000,2022/12/02,6,5,g129rz,br29pq,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007502,Toothbrush 2000,2022/12/02,80,2,cw25tq,ba209gr,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006911,Toothbrush 2000,2022/12/01,64,6,ex96lw,dg73ds,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00006904,Toothbrush 4000,2022/12/02,31,2,ip39jj,ha86jx,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007609,Toothbrush 2000,2022/12/01,65,9,en54aa,ex27gy,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007255,Toothbrush 4000,2022/12/02,24,9,gy93yp,en76aw,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007478,Toothbrush 4000,2022/12/02,45,8,bh238dh,e146bb,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007525,Toothbrush 2000,2022/12/01,87,5,e182jp,de231qe,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007677,Toothbrush 4000,2022/12/02,15,5,bn237az,ch72ba,Dispatched,2022/12/03,Delivered,2022/12/04
BRU00007664,Toothbrush 4000,2022/12/01,24,4,dh33tw,cm35yr,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007356,Toothbrush 2000,2022/12/01,93,7,ct149ep,bn998ll,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007367,Toothbrush 2000,2022/12/01,67,2,e105ry,co148dp,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007111,Toothbrush 2000,2022/12/01,93,8,b82qy,bl17ru,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007447,Toothbrush 2000,2022/12/02,67,9,co148rz,dy82hg,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007236,Toothbrush 4000,2022/12/02,28,2,ba25by,eh164fy,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007477,Toothbrush 2000,2022/12/01,78,9,dd46pn,bl15dr,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007284,Toothbrush 2000,2022/12/02,91,6,dl42lb,dn332hq,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007612,Toothbrush 2000,2022/12/01,75,9,ch71ry,b980qq,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007549,Toothbrush 4000,2022/12/02,14,6,bs234jl,bs312eq,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007463,Toothbrush 4000,2022/12/01,23,1,dy149re,bb104nj,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007018,Toothbrush 2000,2022/12/02,68,8,ab119jh,g733aj,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007074,Toothbrush 4000,2022/12/01,23,8,ab538eb,hp124rw,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006862,Toothbrush 4000,2022/12/01,26,8,eh153pf,hr35ax,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007071,Toothbrush 4000,2022/12/02,14,6,ch662yp,e139el,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006913,Toothbrush 2000,2022/12/01,72,6,ip130jj,gl517qe,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00006917,Toothbrush 2000,2022/12/01,86,3,eh141dg,dt36qj,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00006968,Toothbrush 4000,2022/12/02,38,6,cm62gb,gu32ax,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007647,Toothbrush 2000,2022/12/01,82,6,dn364ln,bh229dt,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00006925,Toothbrush 2000,2022/12/02,70,4,ba51ar,dn140fn,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007415,Toothbrush 4000,2022/12/02,34,9,ip100jq,cb13rs,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00006916,Toothbrush 4000,2022/12/01,28,6,dl61dq,g727sa,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007091,Toothbrush 4000,2022/12/02,35,3,de243lu,gl509te,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006985,Toothbrush 2000,2022/12/01,75,1,de655fz,cf402qu,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007327,Toothbrush 2000,2022/12/01,74,2,cf140sg,ex85es,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007619,Toothbrush 4000,2022/12/02,35,9,ig75qp,de560ad,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007494,Toothbrush 2000,2022/12/01,52,1,e113he,ba16hw,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007611,Toothbrush 2000,2022/12/02,71,4,b249ap,ba160hr,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007625,Toothbrush 2000,2022/12/02,96,3,br13jz,dl167us,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00006903,Toothbrush 2000,2022/12/02,65,4,dl63ar,al71fw,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007114,Toothbrush 4000,2022/12/02,26,6,cw27js,ex153ln,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00006857,Toothbrush 4000,2022/12/02,39,5,en75ax,bs232nh,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007154,Toothbrush 4000,2022/12/01,30,2,ip164pb,g537dz,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007593,Toothbrush 4000,2022/12/02,34,1,br87qz,gu179hz,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007289,Toothbrush 4000,2022/12/02,21,3,cv108bf,g314dn,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007521,Toothbrush 2000,2022/12/01,63,2,g825ax,fk11hn,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007240,Toothbrush 4000,2022/12/01,18,3,de655dj,co58ay,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00006902,Toothbrush 2000,2022/12/02,81,1,hp181az,g235px,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007451,Toothbrush 4000,2022/12/02,25,4,dt118tp,g811el,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007633,Toothbrush 4000,2022/12/02,22,2,ex238fz,bn229ph,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007056,Toothbrush 2000,2022/12/02,76,3,gy46je,ab526qb,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007522,Toothbrush 4000,2022/12/01,25,9,ip209ls,hr69gb,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007331,Toothbrush 4000,2022/12/02,43,6,e34nl,ha61du,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00006893,Toothbrush 4000,2022/12/02,29,4,ab238dl,cm194da,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007535,Toothbrush 4000,2022/12/02,12,4,b987ay,g775ht,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007547,Toothbrush 4000,2022/12/02,33,2,cr00qb,bb88rw,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007566,Toothbrush 4000,2022/12/01,33,7,al97pu,bn159ry,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00006875,Toothbrush 4000,2022/12/02,30,2,eh125sy,en88bj,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006900,Toothbrush 2000,2022/12/02,94,7,dl94jn,im91bb,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007332,Toothbrush 2000,2022/12/01,103,9,hx50ne,g735qb,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007427,Toothbrush 4000,2022/12/02,29,9,e20bj,ip198bs,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007554,Toothbrush 2000,2022/12/02,88,4,b237dx,ab242bl,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007146,Toothbrush 4000,2022/12/02,14,1,hs20nq,ab546hy,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006931,Toothbrush 2000,2022/12/02,74,1,cv326dq,dt93dz,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006886,Toothbrush 4000,2022/12/01,31,8,de139rh,ha47ql,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007153,Toothbrush 4000,2022/12/02,26,1,ct94ea,bl51dw,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006906,Toothbrush 2000,2022/12/02,77,3,b601af,b322tj,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007362,Toothbrush 4000,2022/12/02,31,6,bs229wu,gu27uj,Dispatched,2022/12/03,Delivered,2022/12/04
BRU00007021,Toothbrush 4000,2022/12/01,28,7,de42nw,ab436sr,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007169,Toothbrush 2000,2022/12/02,60,5,bl83lq,dy138ye,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007548,Toothbrush 4000,2022/12/02,27,3,b761ng,dg130pj,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006952,Toothbrush 2000,2022/12/01,84,2,de233bw,g429la,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00006986,Toothbrush 2000,2022/12/02,87,8,cv376ef,gu519sb,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007466,Toothbrush 2000,2022/12/01,74,2,fy67pt,bn211su,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007651,Toothbrush 2000,2022/12/01,69,4,g131qx,cm96wg,Dispatched,2022/12/02,In Transit,2022/12/02
