Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,is_first,Dispatch Status,Dispatched Date,Delivery Status,Delivery Date
BRU00010409,Toothbrush 2000,2022-12-02 06:54:46.041031200,84,9,bs151rz,bs151rz,1,Dispatched,2022-12-02 13:44:43.601608800,Delivered,2022-12-03 15:10:35.916604800
BRU00009960,Toothbrush 4000,2022-12-02 16:04:04.843990000,32,4,b711nl,b711nl,1,Dispatched,2022-12-02 22:38:42.585372399,Delivered,2022-12-04 10:02:06.160723599
BRU00009977,Toothbrush 2000,2022-12-02 06:03:31.371064400,58,7,ch999db,ch999db,1,Dispatched,2022-12-02 13:44:29.237598800,Delivered,2022-12-03 21:25:19.322790800
BRU00010517,Toothbrush 2000,2022-12-01 21:18:22.452892000,75,1,ct209sg,ct209sg,1,Dispatched,2022-12-02 03:16:39.534648400,Delivered,2022-12-03 03:54:31.351217200
BRU00010668,Toothbrush 4000,2022-12-02 17:18:01.324432000,21,3,bs484dd,bs484dd,1,Dispatched,2022-12-02 23:30:07.875892000,Delivered,2022-12-04 06:47:32.274340000
BRU00010235,Toothbrush 4000,2022-12-01 12:24:04.392391200,29,3,co65dj,co65dj,1,Dispatched,2022-12-01 19:24:37.712986800,Delivered,2022-12-02 18:23:17.440240800
BRU00010522,Toothbrush 2000,2022-12-01 17:19:33.592676400,75,5,br35tu,br35tu,1,Dispatched,2022-12-01 23:57:10.885088400,Delivered,2022-12-03 07:22:47.209179600
BRU00010359,Toothbrush 2000,2022-12-02 01:14:58.840804400,60,5,b799jx,b799jx,1,Dispatched,2022-12-02 08:50:42.792897200,Delivered,2022-12-03 08:37:49.972772000
BRU00010006,Toothbrush 2000,2022-12-02 10:47:33.726006800,74,3,eh74fd,eh74fd,1,Dispatched,2022-12-02 18:06:08.590998800,Delivered,2022-12-03 23:20:49.972799600
BRU00009898,Toothbrush 4000,2022-12-02 08:31:34.436870000,25,4,bb55yt,bb55yt,1,Dispatched,2022-12-02 15:34:45.229090400,Delivered,2022-12-03 23:26:22.666890800
BRU00010720,Toothbrush 4000,2022-12-02 09:24:42.034927200,17,2,bs93ha,bs93ha,1,Dispatched,2022-12-02 16:10:21.422088000,Delivered,2022-12-03 18:02:17.991692400
BRU00010153,Toothbrush 4000,2022-12-02 10:40:33.848648000,39,8,co92tq,co92tq,1,Dispatched,2022-12-02 17:35:35.998713200,Delivered,2022-12-03 18:09:58.925033600
BRU00010192,Toothbrush 2000,2022-12-02 09:10:33.666420400,71,2,eh260de,eh260de,1,Dispatched,2022-12-02 16:18:34.423553199,Delivered,2022-12-04 01:41:18.303561999
BRU00010337,Toothbrush 4000,2022-12-02 04:17:02.693284400,28,2,e58rf,e58rf,1,Dispatched,2022-12-02 11:38:03.619704800,Delivered,2022-12-03 12:06:31.267641200
BRU00010061,Toothbrush 4000,2022-12-01 22:49:08.623099600,31,8,gl103qf,gl103qf,1,Dispatched,2022-12-02 05:44:34.605524800,Delivered,2022-12-03 08:40:44.088229600
BRU00010156,Toothbrush 4000,2022-12-02 07:54:21.932370000,33,9,b974bh,b974bh,1,Dispatched,2022-12-02 14:32:44.937931200,Delivered,2022-12-03 11:39:40.112532000
BRU00010180,Toothbrush 2000,2022-12-02 10:17:32.206690800,84,9,cv313hz,cv313hz,1,Dispatched,2022-12-02 17:33:49.671440400,Delivered,2022-12-03 14:48:37.166379600
BRU00010742,Toothbrush 4000,2022-12-02 02:57:37.657889600,35,3,bn31pj,bn31pj,1,Dispatched,2022-12-02 10:10:50.970057200,Delivered,2022-12-03 10:20:08.526022400
BRU00009897,Toothbrush 2000,2022-12-02 04:38:41.427306000,90,9,ch87tx,ch87tx,1,Dispatched,2022-12-02 12:00:16.872819600,Delivered,2022-12-03 08:54:37.256016000
BRU00010062,Toothbrush 2000,2022-12-02 02:29:25.083801600,70,7,al23fd,al23fd,1,Dispatched,2022-12-02 08:20:09.972625200,Delivered,2022-12-03 07:04:20.349418800
BRU00010553,Toothbrush 4000,2022-12-02 16:02:59.424758800,32,4,hd34yn,hd34yn,1,Dispatched,2022-12-02 22:48:38.540785600,Delivered,2022-12-04 02:28:21.635824000
BRU00010079,Toothbrush 2000,2022-12-01 18:33:19.655284000,74,3,dd52ah,dd52ah,1,Dispatched,2022-12-02 01:09:25.958358399,Delivered,2022-12-03 00:25:16.028529999
BRU00009970,Toothbrush 4000,2022-12-02 08:57:47.986012000,21,3,ex13ny,ex13ny,1,Dispatched,2022-12-02 15:54:22.895704000,Delivered,2022-12-03 19:54:51.635911599
BRU00010500,Toothbrush 4000,2022-12-02 02:14:59.054064000,29,6,dl62dy,dl62dy,1,Dispatched,2022-12-02 09:40:31.102536000,Delivered,2022-12-03 13:16:21.204796799
BRU00010555,Toothbrush 2000,2022-12-01 15:45:55.802485200,71,5,fk81ux,fk81ux,1,Dispatched,2022-12-01 23:10:20.176382400,Delivered,2022-12-02 23:18:32.092950000
BRU00010025,Toothbrush 2000,2022-12-02 08:01:27.769178400,59,2,dl178er,dl178er,1,Dispatched,2022-12-02 15:16:05.829410400,Delivered,2022-12-03 15:18:56.438875200
BRU00010434,Toothbrush 4000,2022-12-02 00:23:36.377601200,8,7,bs140ez,bs140ez,1,Dispatched,2022-12-02 07:23:32.733526400,Delivered,2022-12-03 12:34:19.705899200
BRU00009992,Toothbrush 4000,2022-12-02 17:22:51.683986400,42,2,ip136hh,ip136hh,1,Dispatched,2022-12-03 01:02:00.401649200,Delivered,2022-12-04 02:54:19.945096400
BRU00010347,Toothbrush 4000,2022-12-02 15:06:10.591925200,19,6,dl13dd,dl13dd,1,Dispatched,2022-12-02 21:54:05.661214000,Delivered,2022-12-03 23:16:34.788552400
BRU00010567,Toothbrush 4000,2022-12-02 01:20:49.274255999,22,9,en26nn,en26nn,1,Dispatched,2022-12-02 09:01:50.303987999,Delivered,2022-12-03 07:49:25.207873199
BRU00010692,Toothbrush 2000,2022-12-01 19:48:08.063713200,71,3,de738fw,de738fw,1,Dispatched,2022-12-02 04:24:39.748497599,Delivered,2022-12-03 05:30:09.528423599
BRU00010757,Toothbrush 2000,2022-12-02 01:25:08.950525999,45,1,bs70qu,bs70qu,1,Dispatched,2022-12-02 07:58:40.987361599,Delivered,2022-12-03 11:13:44.610433999
BRU00010118,Toothbrush 4000,2022-12-02 01:18:11.341169600,33,5,ex388du,ex388du,1,Dispatched,2022-12-02 07:53:35.412158000,Delivered,2022-12-03 13:14:45.486041600
BRU00010772,Toothbrush 2000,2022-12-02 12:10:52.486289200,101,2,bn20ga,bn20ga,1,Dispatched,2022-12-02 19:45:05.155799200,Delivered,2022-12-03 19:47:22.899503200
BRU00010286,Toothbrush 2000,2022-12-01 18:10:07.458727200,57,8,g630xb,g630xb,1,Dispatched,2022-12-02 00:56:22.775022000,Delivered,2022-12-03 04:31:38.618448000
BRU00010158,Toothbrush 4000,2022-12-02 09:27:22.783882400,8,6,eh497nq,eh497nq,1,Dispatched,2022-12-02 16:15:21.310863200,Delivered,2022-12-03 15:50:09.659620400
BRU00010713,Toothbrush 2000,2022-12-01 16:25:35.289838000,55,3,bd177lz,bd177lz,1,Dispatched,2022-12-01 23:00:01.278721600,Delivered,2022-12-02 22:04:54.721421200
BRU00010105,Toothbrush 4000,2022-12-02 13:19:38.006678800,29,8,ba28fb,ba28fb,1,Dispatched,2022-12-02 20:21:05.945826400,Delivered,2022-12-03 18:35:22.066459600
BRU00010119,Toothbrush 4000,2022-12-01 23:54:43.477812800,14,1,ex388qd,ex388qd,1,Dispatched,2022-12-02 06:21:21.025818800,Delivered,2022-12-03 07:31:57.331388000
BRU00010675,Toothbrush 4000,2022-12-02 08:07:28.632797200,12,9,cr42hf,cr42hf,1,Dispatched,2022-12-02 15:36:24.139506400,Delivered,2022-12-03 12:53:00.977270800
BRU00010015,Toothbrush 2000,2022-12-01 09:25:55.010046400,76,4,ha87jz,ha87jz,1,Dispatched,2022-12-01 16:30:02.622276400,Delivered,2022-12-02 20:59:12.407798800
BRU00010578,Toothbrush 2000,2022-12-02 04:45:14.458056000,67,3,ab159bp,ab159bp,1,Dispatched,2022-12-02 12:07:35.557020000,Delivered,2022-12-03 12:21:51.998632800
BRU00010661,Toothbrush 2000,2022-12-02 10:47:05.254772800,81,5,dn122jr,dn122jr,1,Dispatched,2022-12-02 18:02:28.576984000,Delivered,2022-12-03 22:56:59.526662800
BRU00010700,Toothbrush 2000,2022-12-01 20:39:11.021051600,73,7,da38rb,da38rb,1,Dispatched,2022-12-02 05:09:03.786786800,Delivered,2022-12-03 08:48:54.117386000
BRU00010330,Toothbrush 4000,2022-12-02 15:07:04.832760400,16,3,eh165eg,eh165eg,1,Dispatched,2022-12-02 22:06:16.653989200,Delivered,2022-12-04 02:29:17.551946800
BRU00010281,Toothbrush 4000,2022-12-02 17:45:53.686460800,46,5,cm96ht,cm96ht,1,Dispatched,2022-12-03 00:08:56.485528000,Delivered,2022-12-04 01:19:39.827369200
BRU00010677,Toothbrush 2000,2022-12-01 22:46:06.163498400,70,7,gl20le,gl20le,1,Dispatched,2022-12-02 05:05:03.951076400,Delivered,2022-12-03 03:46:41.859388400
BRU00010309,Toothbrush 2000,2022-12-01 14:49:34.432130400,64,3,dh15hh,dh15hh,1,Dispatched,2022-12-01 21:43:22.008480000,Delivered,2022-12-02 18:55:18.733534800
BRU00010129,Toothbrush 4000,2022-12-02 02:40:50.185703200,11,5,cr08qn,cr08qn,1,Dispatched,2022-12-02 09:43:12.455489200,Delivered,2022-12-03 12:11:34.692463600
BRU00010592,Toothbrush 4000,2022-12-02 10:00:19.968500400,17,7,cv230fu,cv230fu,1,Dispatched,2022-12-02 17:01:09.518284800,Delivered,2022-12-04 00:12:17.897373600
BRU00010618,Toothbrush 2000,2022-12-02 08:51:04.338547600,71,6,ig102rt,ig102rt,1,Dispatched,2022-12-02 16:20:50.589506800,Delivered,2022-12-03 19:46:57.466805200
BRU00010559,Toothbrush 2000,2022-12-01 06:52:08.148232000,86,6,bb11pz,bb11pz,1,Dispatched,2022-12-01 14:03:17.241820000,Delivered,2022-12-02 12:27:45.676967200
BRU00010142,Toothbrush 4000,2022-12-01 22:50:57.215682800,24,9,b56ab,b56ab,1,Dispatched,2022-12-02 05:55:48.188699600,Delivered,2022-12-03 16:51:15.873899600
BRU00010329,Toothbrush 4000,2022-12-02 06:43:01.374858000,34,2,ba33up,ba33up,1,Dispatched,2022-12-02 13:39:33.589773600,Delivered,2022-12-03 20:33:01.007386800
BRU00010634,Toothbrush 4000,2022-12-02 03:25:14.155042800,32,6,cv56dd,cv56dd,1,Dispatched,2022-12-02 09:51:31.533696000,Delivered,2022-12-03 09:57:18.896972400
BRU00010146,Toothbrush 2000,2022-12-02 02:06:48.686798400,79,3,b322jl,b322jl,1,Dispatched,2022-12-02 09:02:22.990652400,Delivered,2022-12-03 13:44:09.341108400
BRU00010790,Toothbrush 4000,2022-12-02 00:05:57.655832000,11,7,ip198ap,ip198ap,1,Dispatched,2022-12-02 07:00:47.709922400,Delivered,2022-12-03 13:35:03.002424799
BRU00010737,Toothbrush 2000,2022-12-02 10:27:58.111937600,63,2,ba25jj,ba25jj,1,Dispatched,2022-12-02 18:00:41.872064000,Delivered,2022-12-03 22:47:53.620608800
BRU00009910,Toothbrush 2000,2022-12-02 12:18:54.006565200,62,2,da163hp,da163hp,1,Dispatched,2022-12-02 19:21:04.961439600,Delivered,2022-12-04 01:57:52.910332800
BRU00010602,Toothbrush 2000,2022-12-02 10:35:44.018178400,94,6,bs206dg,bs206dg,1,Dispatched,2022-12-02 16:37:02.676457600,Delivered,2022-12-03 20:12:59.697821200
BRU00010380,Toothbrush 2000,2022-12-02 08:21:27.730729999,66,1,bl13lt,bl13lt,1,Dispatched,2022-12-02 15:12:20.545911199,Delivered,2022-12-03 14:39:07.830340399
BRU00010302,Toothbrush 2000,2022-12-02 05:50:07.030810400,89,8,ab510xr,ab510xr,1,Dispatched,2022-12-02 13:55:47.002574000,Delivered,2022-12-03 08:05:55.801270400
BRU00010789,Toothbrush 2000,2022-12-01 21:12:34.297746800,75,3,cb43ra,cb43ra,1,Dispatched,2022-12-02 04:13:20.494836800,Delivered,2022-12-03 08:12:24.464966000
BRU00010201,Toothbrush 4000,2022-12-02 11:40:51.266313600,30,6,g716fb,g716fb,1,Dispatched,2022-12-02 18:31:01.812253200,Delivered,2022-12-03 13:40:53.433952800
BRU00010674,Toothbrush 4000,2022-12-02 13:15:14.271642000,28,1,ch72ew,ch72ew,1,Dispatched,2022-12-02 20:27:21.825817200,Delivered,2022-12-03 21:51:10.073426400
BRU00010052,Toothbrush 2000,2022-12-02 09:04:55.955361600,67,8,bd61ln,bd61ln,1,Dispatched,2022-12-02 16:33:50.894174400,Delivered,2022-12-04 02:40:32.581213200
BRU00010728,Toothbrush 4000,2022-12-02 06:40:13.998927600,24,1,gu314ds,gu314ds,1,Dispatched,2022-12-02 13:19:17.034238800,Delivered,2022-12-03 17:46:04.384702800
BRU00010507,Toothbrush 4000,2022-12-02 04:10:03.574508400,38,3,b939ht,b939ht,1,Dispatched,2022-12-02 11:44:33.889054800,Delivered,2022-12-03 06:26:59.923815600
BRU00009895,Toothbrush 2000,2022-12-01 22:21:32.488054000,95,6,hp143pp,hp143pp,1,Dispatched,2022-12-02 05:15:37.509301600,Delivered,2022-12-03 04:50:28.657703200
BRU00010261,Toothbrush 2000,2022-12-01 19:18:06.743990400,73,5,b680pb,b680pb,1,Dispatched,2022-12-02 03:35:05.456888400,Delivered,2022-12-02 23:20:08.601693600
BRU00010575,Toothbrush 4000,2022-12-02 14:56:48.288546400,35,9,cb113jd,cb113jd,1,Dispatched,2022-12-02 21:47:01.653998800,Delivered,2022-12-03 22:04:20.384563600
BRU00010761,Toothbrush 2000,2022-12-02 08:15:37.596278000,68,6,e20pd,e20pd,1,Dispatched,2022-12-02 15:25:24.765828800,Delivered,2022-12-03 19:08:23.239887200
BRU00010612,Toothbrush 4000,2022-12-02 23:18:11.044237199,23,5,hr40hy,hr40hy,1,Dispatched,2022-12-03 06:36:10.833669599,Delivered,2022-12-04 07:35:54.985367999
BRU00010323,Toothbrush 2000,2022-12-01 12:46:48.380157200,58,2,ha55dl,ha55dl,1,Dispatched,2022-12-01 19:58:47.741726000,Delivered,2022-12-03 00:45:18.496512800
BRU00010431,Toothbrush 2000,2022-12-02 04:17:11.913392800,83,8,bd62sl,bd62sl,1,Dispatched,2022-12-02 10:42:09.405356800,Delivered,2022-12-03 18:02:16.779995200
BRU00010589,Toothbrush 2000,2022-12-02 03:37:35.294306400,68,3,ip20tr,ip20tr,1,Dispatched,2022-12-02 10:36:56.132667600,Delivered,2022-12-03 08:29:33.716402400
BRU00009967,Toothbrush 2000,2022-12-02 03:27:35.202481200,87,6,eh436ah,eh436ah,1,Dispatched,2022-12-02 09:22:33.099715200,Delivered,2022-12-03 13:07:32.044976400
BRU00010440,Toothbrush 2000,2022-12-01 20:44:53.049844800,69,1,bn38la,bn38la,1,Dispatched,2022-12-02 04:04:52.335571200,Delivered,2022-12-03 09:38:08.410197599
BRU00010640,Toothbrush 2000,2022-12-02 02:06:16.655842800,84,2,b295jd,b295jd,1,Dispatched,2022-12-02 09:39:46.350514800,Delivered,2022-12-03 12:10:15.153466800
BRU00010508,Toothbrush 2000,2022-12-02 00:39:58.714342400,75,7,dn84dq,dn84dq,1,Dispatched,2022-12-02 08:53:05.486573600,Delivered,2022-12-03 16:54:44.319821600
BRU00010207,Toothbrush 4000,2022-12-02 02:43:38.942140400,14,4,eh309ye,eh309ye,1,Dispatched,2022-12-02 10:13:30.530448800,Delivered,2022-12-04 00:21:53.814074000
BRU00010764,Toothbrush 4000,2022-12-01 22:59:55.110887200,34,5,e63lt,e63lt,1,Dispatched,2022-12-02 05:46:24.782981200,Delivered,2022-12-03 07:15:01.553641600
BRU00010669,Toothbrush 2000,2022-12-02 09:49:56.414091200,84,4,en37eh,en37eh,1,Dispatched,2022-12-02 17:05:23.822478800,Delivered,2022-12-03 20:29:19.448468000
BRU00010167,Toothbrush 2000,2022-12-02 02:57:14.239044400,52,6,ch499aa,ch499aa,1,Dispatched,2022-12-02 10:26:26.697930400,Delivered,2022-12-03 08:46:34.995576400
BRU00010424,Toothbrush 2000,2022-12-02 11:34:34.910396400,64,7,de738hp,de738hp,1,Dispatched,2022-12-02 18:39:56.783124000,Delivered,2022-12-03 22:42:52.440508800
BRU00010272,Toothbrush 2000,2022-12-02 03:40:06.888887200,85,8,bd24ht,bd24ht,1,Dispatched,2022-12-02 10:20:51.243869200,Delivered,2022-12-03 12:36:53.355760000
BRU00009981,Toothbrush 2000,2022-12-02 15:25:08.326858800,74,5,cf56nd,cf56nd,1,Dispatched,2022-12-02 22:34:22.186527600,Delivered,2022-12-03 19:08:21.650712000
BRU00010608,Toothbrush 2000,2022-12-01 06:03:23.632884800,88,5,bd181pj,bd181pj,1,Dispatched,2022-12-01 13:12:58.615146800,Delivered,2022-12-02 17:53:48.652840400
BRU00010610,Toothbrush 2000,2022-12-01 14:28:08.496484800,95,9,ex363lf,ex363lf,1,Dispatched,2022-12-01 21:28:19.189316400,Delivered,2022-12-03 11:34:58.139833200
BRU00009892,Toothbrush 2000,2022-12-02 03:54:37.484556000,67,7,bl25bd,bl25bd,1,Dispatched,2022-12-02 10:58:28.039975199,Delivered,2022-12-03 11:44:43.314931199
BRU00010752,Toothbrush 2000,2022-12-01 12:12:15.904759600,68,2,dt35au,dt35au,1,Dispatched,2022-12-01 18:28:45.059616400,Delivered,2022-12-02 23:24:50.314657600
BRU00009926,Toothbrush 2000,2022-12-01 21:41:11.004419600,73,8,cr07pu,cr07pu,1,Dispatched,2022-12-02 05:18:05.080786400,Delivered,2022-12-03 14:36:20.555516000
BRU00010245,Toothbrush 4000,2022-12-02 08:13:59.794770400,24,3,ip224xx,ip224xx,1,Dispatched,2022-12-02 15:39:50.005876000,Delivered,2022-12-04 04:14:00.952598800
BRU00010110,Toothbrush 2000,2022-12-02 05:04:57.656408000,66,9,dl120ss,dl120ss,1,Dispatched,2022-12-02 11:32:52.305718400,Delivered,2022-12-03 16:24:48.768593600
BRU00009920,Toothbrush 2000,2022-12-02 04:12:21.754761200,86,9,bd228je,bd228je,1,Dispatched,2022-12-02 10:35:43.555334000,Delivered,2022-12-03 12:36:16.533911599
BRU00010293,Toothbrush 2000,2022-12-01 11:19:12.043567200,93,3,bb14hg,bb14hg,1,Dispatched,2022-12-01 19:18:38.631776400,Delivered,2022-12-02 19:33:27.148190400
BRU00010569,Toothbrush 2000,2022-12-01 17:35:22.136864400,58,9,ab451al,ab451al,1,Dispatched,2022-12-02 00:48:23.312704800,Delivered,2022-12-03 03:43:43.950159600
BRU00010233,Toothbrush 2000,2022-12-01 18:28:26.509305600,74,8,ba27fj,ba27fj,1,Dispatched,2022-12-02 01:07:41.856858000,Delivered,2022-12-03 06:25:20.199708000
BRU00010792,Toothbrush 2000,2022-12-02 15:36:47.591202800,86,1,cm11dr,cm11dr,1,Dispatched,2022-12-02 22:36:56.994651200,Delivered,2022-12-04 00:02:12.191228000
BRU00009933,Toothbrush 2000,2022-12-01 10:22:36.426847200,65,9,dl146lf,dl146lf,1,Dispatched,2022-12-01 17:36:35.156452800,Delivered,2022-12-03 05:25:44.027221200
BRU00009915,Toothbrush 4000,2022-12-02 02:07:16.041233200,22,3,dn213nu,dn213nu,1,Dispatched,2022-12-02 08:51:21.542057200,Delivered,2022-12-03 15:31:38.217139600
BRU00010718,Toothbrush 4000,2022-12-02 09:55:25.503624000,21,2,fy19qa,fy19qa,1,Dispatched,2022-12-02 17:24:52.730005200,Delivered,2022-12-04 01:04:48.678998400
BRU00010650,Toothbrush 4000,2022-12-02 05:31:38.017829600,29,8,e50dr,e50dr,1,Dispatched,2022-12-02 12:44:26.714273600,Delivered,2022-12-03 17:18:41.759376800
BRU00010191,Toothbrush 4000,2022-12-02 05:59:36.240126000,11,4,bn211tb,bn211tb,1,Dispatched,2022-12-02 13:49:51.620890800,Delivered,2022-12-03 17:54:47.631438000
BRU00010781,Toothbrush 2000,2022-12-01 10:24:33.394157600,78,1,gl76pd,gl76pd,1,Dispatched,2022-12-01 16:56:43.073638400,Delivered,2022-12-02 15:21:29.533834400
BRU00009955,Toothbrush 4000,2022-12-01 17:48:24.292096000,25,2,bn211js,bn211js,1,Dispatched,2022-12-02 00:52:15.369176799,Delivered,2022-12-03 04:48:07.421131599
BRU00009894,Toothbrush 4000,2022-12-01 15:17:52.949237600,29,6,al37fd,al37fd,1,Dispatched,2022-12-01 22:18:58.563575599,Delivered,2022-12-03 01:17:11.946119599
BRU00010117,Toothbrush 2000,2022-12-02 08:53:31.347906000,97,4,b692hg,b692hg,1,Dispatched,2022-12-02 15:54:50.307386400,Delivered,2022-12-03 18:15:08.130952800
BRU00010734,Toothbrush 4000,2022-12-01 06:58:50.138786400,37,7,gl19hl,gl19hl,1,Dispatched,2022-12-01 13:13:51.005576400,Delivered,2022-12-02 18:02:41.025592800
BRU00010216,Toothbrush 2000,2022-12-01 14:40:23.237856800,70,6,cf363dj,cf363dj,1,Dispatched,2022-12-01 21:31:22.003780400,Delivered,2022-12-03 03:59:02.991494000
BRU00010684,Toothbrush 2000,2022-12-02 08:42:18.826892000,72,9,ip11qg,ip11qg,1,Dispatched,2022-12-02 15:55:24.575261600,Delivered,2022-12-03 15:55:50.662971200
BRU00009944,Toothbrush 4000,2022-12-02 02:49:10.311562400,36,2,cv214ew,cv214ew,1,Dispatched,2022-12-02 09:31:22.489833200,Delivered,2022-12-03 11:06:50.818160000
BRU00010651,Toothbrush 4000,2022-12-02 13:50:52.985280000,46,2,cv370tf,cv370tf,1,Dispatched,2022-12-02 21:45:30.404562000,Delivered,2022-12-03 18:57:47.502139200
BRU00010744,Toothbrush 2000,2022-12-01 19:32:53.399418000,106,6,cf142bz,cf142bz,1,Dispatched,2022-12-02 02:53:00.251664000,Delivered,2022-12-03 04:35:04.422368400
BRU00010339,Toothbrush 4000,2022-12-02 20:00:19.015931200,41,7,cr36by,cr36by,1,Dispatched,2022-12-03 02:43:11.073187600,Delivered,2022-12-04 05:27:22.793674000
BRU00010141,Toothbrush 2000,2022-12-02 08:10:30.490680000,73,3,bn59st,bn59st,1,Dispatched,2022-12-02 15:38:35.397722400,Delivered,2022-12-03 18:09:23.155412399
BRU00010227,Toothbrush 2000,2022-12-02 07:08:22.531020000,80,3,dy82pe,dy82pe,1,Dispatched,2022-12-02 13:53:42.128880000,Delivered,2022-12-03 09:34:33.798604800
BRU00010215,Toothbrush 4000,2022-12-02 15:23:36.708319600,33,5,FK10 4AS,FK10   4AS,1,Dispatched,2022-12-02 22:12:03.748463200,Delivered,2022-12-03 21:19:04.391593600
BRU00010249,Toothbrush 4000,2022-12-02 00:30:51.819277200,20,7,B21 8PT,B21   8PT,1,Dispatched,2022-12-02 07:57:02.328136800,Delivered,2022-12-03 15:49:31.524933600
BRU00010375,Toothbrush 4000,2022-12-02 06:31:24.260800800,13,8,CV1 2JS,CV1   2JS,1,Dispatched,2022-12-02 13:41:40.206116400,Delivered,2022-12-03 20:11:31.480062000
BRU00010327,Toothbrush 4000,2022-12-02 05:02:48.422066800,16,7,CV5 8NL,CV5   8NL,1,Dispatched,2022-12-02 11:56:32.173664800,Delivered,2022-12-03 14:31:41.449769200
BRU00010430,Toothbrush 4000,2022-12-02 13:17:07.096833600,30,9,G13 4AB,G13   4AB,1,Dispatched,2022-12-02 19:22:34.337611200,Delivered,2022-12-03 23:09:45.250495200
BRU00009962,Toothbrush 2000,2022-12-02 09:02:35.062462400,84,2,EH12 5AL,EH12   5AL,1,Dispatched,2022-12-02 16:00:53.374032800,Delivered,2022-12-03 15:09:37.818141199
BRU00010493,Toothbrush 4000,2022-12-01 23:00:04.136970000,33,2,HD8 8DD,HD8   8DD,1,Dispatched,2022-12-02 05:40:34.635742800,Delivered,2022-12-03 10:24:24.385580400
BRU00010109,Toothbrush 4000,2022-12-02 11:34:40.320577200,25,7,GU1 2PB,GU1   2PB,1,Dispatched,2022-12-02 18:49:48.762083999,Delivered,2022-12-03 16:58:33.499923599
BRU00010113,Toothbrush 4000,2022-12-01 20:05:10.805352400,26,2,EN5 2AP,EN5   2AP,1,Dispatched,2022-12-02 03:24:16.141403200,Delivered,2022-12-03 07:12:20.440958800
BRU00010198,Toothbrush 2000,2022-12-02 03:38:00.409880000,95,8,BS15 8JY,BS15   8JY,1,Dispatched,2022-12-02 10:10:04.135731200,Delivered,2022-12-03 15:27:59.611942400
BRU00010310,Toothbrush 2000,2022-12-01 18:10:04.151653200,75,9,BB9 7JS,BB9   7JS,1,Dispatched,2022-12-02 00:44:21.835153200,Delivered,2022-12-03 05:35:18.256965600
BRU00010631,Toothbrush 2000,2022-12-02 08:54:51.846736400,97,4,EN10 7AX,EN10   7AX,1,Dispatched,2022-12-02 16:23:48.367540400,Delivered,2022-12-03 10:32:49.563863600
BRU00009989,Toothbrush 2000,2022-12-01 16:32:23.988393600,74,8,DG16 5FH,DG16   5FH,1,Dispatched,2022-12-01 23:37:51.582057600,Delivered,2022-12-03 02:49:09.726218400
BRU00010332,Toothbrush 2000,2022-12-01 17:56:49.389398000,63,9,BS37 4RU,BS37   4RU,1,Dispatched,2022-12-02 01:48:54.385616000,Delivered,2022-12-02 22:55:59.906490800
BRU00010349,Toothbrush 2000,2022-12-01 11:45:55.077546400,68,5,BN27 4QX,BN27   4QX,1,Dispatched,2022-12-01 18:24:38.540554000,Delivered,2022-12-03 04:00:29.398062400
BRU00010568,Toothbrush 2000,2022-12-01 15:16:47.521990800,69,8,G42 0DT,G42   0DT,1,Dispatched,2022-12-01 22:28:26.992692000,Delivered,2022-12-03 01:17:11.373229200
BRU00010681,Toothbrush 4000,2022-12-02 10:27:25.739650000,29,8,CR5 2LP,CR5   2LP,1,Dispatched,2022-12-02 17:00:42.679334800,Delivered,2022-12-03 14:01:35.099604400
BRU00010691,Toothbrush 4000,2022-12-02 12:53:22.009605200,26,1,HG3 4DB,HG3   4DB,1,Dispatched,2022-12-02 20:21:10.105432400,Delivered,2022-12-04 01:27:22.954707200
BRU00010372,Toothbrush 2000,2022-12-02 03:05:08.673430400,76,2,CV9 2HJ,CV9   2HJ,1,Dispatched,2022-12-02 10:27:59.690774000,Delivered,2022-12-03 14:07:03.215055200
BRU00010389,Toothbrush 4000,2022-12-02 12:46:02.895128800,23,4,G11 7AA,G11   7AA,1,Dispatched,2022-12-02 19:42:26.737150000,Delivered,2022-12-04 04:38:31.696753600
BRU00010676,Toothbrush 4000,2022-12-02 15:55:58.054150800,16,6,CO8 5HP,CO8   5HP,1,Dispatched,2022-12-02 23:44:03.507481200,Delivered,2022-12-04 04:12:26.204766000
BRU00010696,Toothbrush 4000,2022-12-01 21:18:16.378564400,20,7,BB18 5BZ,BB18   5BZ,1,Dispatched,2022-12-02 04:19:14.521300400,Delivered,2022-12-03 07:43:41.305214000
BRU00010492,Toothbrush 4000,2022-12-02 19:21:44.714570400,24,7,B14 5BB,B14   5BB,1,Dispatched,2022-12-03 01:39:56.887909200,Delivered,2022-12-04 06:58:02.248456800
BRU00010291,Toothbrush 2000,2022-12-02 08:48:19.806760000,70,2,CT9 2QH,CT9   2QH,1,Dispatched,2022-12-02 15:40:30.587144800,Delivered,2022-12-04 00:26:54.941484400
BRU00010289,Toothbrush 4000,2022-12-02 01:59:05.722003200,6,7,DE55 7NH,DE55   7NH,1,Dispatched,2022-12-02 09:33:53.393535600,Delivered,2022-12-03 08:39:29.667138000
BRU00010187,Toothbrush 4000,2022-12-02 16:28:52.817087999,29,6,GL15 6DN,GL15   6DN,1,Dispatched,2022-12-02 23:22:23.536477199,Delivered,2022-12-04 01:50:03.201565199
